echo_duration_ms,signal_amplitude,distance_cm,distance_delta,angular_velocity,echo_count,noise_ratio,doppler_shift_hz,object_class,object_name,is_moving
7.9278,0.5697,136.09,52.5086,0.0125,1,0.0233,0.052,1,Rock/Reef,0
7.1546,0.2729,123.06,79.553,1.491,7,0.084,1.3648,0,Fish School,1
7.7094,0.1985,132.2,47.5729,0.0253,3,0.2766,0.0741,4,Debris,0
4.3666,0.675,75.02,0.2408,6.7504,1,0.0449,-8.1788,2,Submarine,1
4.77,0.1615,82.07,-52.9797,0.0141,7,0.1915,0.0829,4,Debris,0
6.6382,0.6139,114.39,23.4243,4.4337,2,0.1156,5.4005,5,Marine Mammal,1
5.8921,0.2999,100.56,24.878,2.277,6,0.1298,-2.4374,0,Fish School,1
8.4166,0.2129,144.41,107.0153,1.0289,4,0.1891,1.0202,0,Fish School,1
5.2205,0.4355,89.08,-2.4461,2.7651,6,0.0804,-3.0739,0,Fish School,1
9.8186,0.3832,168.79,37.6445,5.1562,3,0.0827,-6.1105,5,Marine Mammal,1
6.8115,0.6551,116.71,-64.1303,6.5631,1,0.0792,7.9956,2,Submarine,1
10.2297,0.5598,175.6,-19.6173,0.0521,1,0.0489,0.0501,1,Rock/Reef,0
2.1957,0.5456,37.97,-24.8781,1.8573,7,0.1686,2.3586,0,Fish School,1
6.5135,0.4202,112.22,7.5553,0.0474,7,0.1446,-0.0149,0,Fish School,0
3.0011,0.4243,52.06,-39.4078,0.8317,4,0.2179,0.8459,4,Debris,1
6.1135,0.7424,104.62,2.5649,0.0141,1,0.0507,0.1907,2,Submarine,0
5.0941,0.2408,87.61,31.8285,0.6968,4,0.2188,-0.2688,4,Debris,1
8.6964,0.3197,149.1,126.4819,0.0304,8,0.1441,0.0169,4,Debris,0
2.3681,0.283,39.91,-30.5626,1.3287,5,0.111,-1.7282,0,Fish School,1
6.8454,0.6142,118.24,-45.3519,0.0109,1,0.0485,-0.0047,1,Rock/Reef,0
4.2508,0.396,73.29,-28.6481,0.0313,4,0.2666,0.0305,4,Debris,0
9.1071,0.3176,156.56,-4.6047,2.4199,3,0.0911,2.7584,5,Marine Mammal,1
5.9017,0.3647,101.22,-15.1154,2.8367,5,0.184,-3.4016,0,Fish School,1
3.0771,0.4633,53.52,17.2621,0.0427,4,0.1392,0.0399,0,Fish School,0
4.1491,0.3986,70.67,-48.8135,0.6238,3,0.1576,-0.9794,3,Diver,1
5.0751,0.5465,87.1,17.9137,0.0195,4,0.0995,-0.0577,3,Diver,0
5.6674,0.5424,96.94,79.6898,0.0103,4,0.1096,-0.1263,3,Diver,0
7.2139,0.5561,123.77,27.5064,2.8206,3,0.048,3.8852,5,Marine Mammal,1
6.7309,0.6374,115.69,7.8379,0.0145,1,0.0429,-0.2379,1,Rock/Reef,0
7.9157,0.2667,135.5,42.2891,0.0418,7,0.1506,-0.1425,4,Debris,0
8.3898,0.1599,144.55,52.1316,0.0059,3,0.1381,0.0861,4,Debris,0
5.2789,0.7159,90.2,-23.1962,0.0078,1,0.0648,0.1252,1,Rock/Reef,0
6.5992,0.5587,113.35,-64.8663,0.0356,1,0.0222,-0.0854,1,Rock/Reef,0
7.0963,0.7398,121.46,54.9206,5.7892,1,0.0891,-6.9346,2,Submarine,1
2.742,0.7276,47.21,-35.8864,2.9962,2,0.1095,-3.4003,5,Marine Mammal,1
3.4613,0.4826,60.09,-56.8366,0.8062,3,0.1327,1.0169,3,Diver,1
9.2682,0.2545,158.4,92.4346,0.7349,8,0.2756,-0.8543,4,Debris,1
2.3407,0.6505,40.53,-36.7275,0.031,2,0.1163,-0.1067,5,Marine Mammal,0
10.7158,0.5335,184.37,100.4838,3.8478,1,0.0617,-4.1454,2,Submarine,1
4.2763,0.7235,73.15,-4.3599,0.0031,1,0.0304,-0.1366,2,Submarine,0
3.8298,0.7996,65.0,-64.1464,0.0374,1,0.0399,-0.0978,2,Submarine,0
5.4398,0.2828,93.79,-29.3444,0.0029,6,0.2489,0.145,4,Debris,0
6.151,0.7725,105.5,-88.9116,2.6947,1,0.0834,-2.9916,2,Submarine,1
7.4067,0.3245,126.48,1.0874,1.5982,4,0.1988,-1.77,0,Fish School,1
4.3792,0.1139,74.87,-45.5539,0.0093,7,0.1358,0.231,4,Debris,0
7.2914,0.1516,125.77,102.2005,0.0086,3,0.2077,-0.0689,4,Debris,0
2.2527,0.2819,39.04,-49.9927,1.4542,4,0.1105,-1.9524,0,Fish School,1
5.0893,0.4409,86.97,56.4106,1.3386,4,0.0889,1.5901,3,Diver,1
5.9021,0.7008,101.98,36.7671,4.9254,1,0.0623,-5.6072,2,Submarine,1
6.516,0.4981,111.58,23.4928,0.026,3,0.0777,0.0793,3,Diver,0
7.6949,0.3897,131.91,107.6044,0.0314,5,0.2812,0.1384,4,Debris,0
5.5923,0.6928,96.22,35.881,0.0223,1,0.0301,-0.0391,2,Submarine,0
5.1899,0.429,89.47,-18.815,2.0109,2,0.0565,2.7354,5,Marine Mammal,1
11.1621,0.4911,191.44,124.6346,5.639,1,0.0506,-6.7243,2,Submarine,1
5.999,0.6625,103.29,36.6389,2.8093,1,0.0765,-3.6772,2,Submarine,1
6.0748,0.5259,104.41,64.8666,4.3679,3,0.0894,5.0238,5,Marine Mammal,1
5.5086,0.5146,94.27,-36.5242,4.3448,2,0.1053,-5.3398,5,Marine Mammal,1
1.2585,0.4448,21.72,-96.553,0.4822,2,0.1447,0.8933,3,Diver,1
11.2031,0.5677,191.75,103.6335,0.0077,1,0.0271,-0.017,1,Rock/Reef,0
6.5593,0.7066,112.77,-3.8927,3.4603,1,0.0821,-4.3174,2,Submarine,1
5.8748,0.3936,100.21,-0.411,4.6901,2,0.0435,5.8622,5,Marine Mammal,1
6.0887,0.4555,104.6,23.9234,2.88,3,0.0851,-3.7356,5,Marine Mammal,1
3.3538,0.6853,57.95,-43.9211,0.0069,1,0.0355,0.0299,1,Rock/Reef,0
3.5805,0.6987,61.83,-84.5822,0.0081,1,0.0484,0.1193,1,Rock/Reef,0
8.2436,0.2566,141.55,-7.3443,1.7418,3,0.1736,2.1001,0,Fish School,1
1.3374,0.3565,22.97,-32.6905,0.0411,4,0.2687,-0.0739,4,Debris,0
4.4661,0.8155,76.51,-118.9316,0.0153,1,0.0279,-0.2539,1,Rock/Reef,0
4.3695,0.525,74.91,-88.7391,1.1758,2,0.0839,-1.5897,5,Marine Mammal,1
1.6097,0.4191,27.98,-52.2613,1.7159,3,0.1632,1.8535,3,Diver,1
6.6288,0.6358,113.76,-8.7755,4.6834,1,0.0813,6.2192,2,Submarine,1
8.4711,0.1901,145.4,107.0308,0.008,6,0.2681,0.1706,4,Debris,0
4.0827,0.3788,69.94,-1.7407,1.9161,2,0.0859,-2.4323,5,Marine Mammal,1
5.4898,0.4673,94.63,22.0297,4.6341,2,0.1044,-5.5397,5,Marine Mammal,1
8.06,0.2009,138.56,8.7133,0.0271,8,0.1619,-0.1507,4,Debris,0
4.3866,0.7612,75.43,-78.2946,0.0483,1,0.0292,-0.1639,1,Rock/Reef,0
8.3362,0.6284,143.69,12.0961,3.8004,1,0.0253,-4.4351,2,Submarine,1
9.6836,0.5511,166.48,83.6784,2.5655,1,0.0815,-2.302,2,Submarine,1
2.4699,0.5043,42.42,-3.9979,3.6916,3,0.0452,-4.7305,5,Marine Mammal,1
8.545,0.351,146.66,25.9396,0.0055,2,0.1103,0.1015,5,Marine Mammal,0
5.16,0.3958,89.21,1.2081,2.7216,6,0.1028,3.4394,0,Fish School,1
1.8655,0.5862,31.44,-63.0176,2.1851,3,0.0956,2.4576,5,Marine Mammal,1
4.3419,0.3246,74.26,-4.3711,0.3489,4,0.12,0.3017,3,Diver,1
4.4808,0.3321,77.6,-40.9396,2.4938,5,0.1518,3.1373,0,Fish School,1
3.2837,0.5045,56.59,-81.3646,2.4418,2,0.08,-3.2626,5,Marine Mammal,1
7.0677,0.4111,121.14,26.8197,0.0143,7,0.1795,0.0777,4,Debris,0
8.2287,0.6253,140.58,63.0956,0.001,1,0.0288,0.0003,1,Rock/Reef,0
11.0039,0.3976,188.51,110.9723,0.0079,1,0.0497,0.0217,1,Rock/Reef,0
5.8474,0.4067,100.14,-29.4197,1.8149,4,0.0888,-2.1209,3,Diver,1
4.7602,0.4825,81.95,7.5609,0.4246,3,0.2911,0.7536,4,Debris,1
8.0203,0.3332,136.99,105.9823,4.6791,2,0.1112,-5.7328,5,Marine Mammal,1
8.18,0.2024,140.48,8.1217,1.2087,3,0.1669,-1.2033,0,Fish School,1
9.128,0.5052,156.02,46.7234,0.0194,1,0.0465,-0.1659,1,Rock/Reef,0
8.1564,0.5405,139.99,35.6064,1.6216,3,0.0662,2.3141,5,Marine Mammal,1
1.6256,0.2836,28.33,-18.2445,0.0237,5,0.2019,-0.17,4,Debris,0
4.6711,0.2429,80.48,8.2412,0.0366,6,0.2252,0.0514,4,Debris,0
7.201,0.565,124.46,-6.8768,0.0303,1,0.068,0.0822,1,Rock/Reef,0
3.3006,0.6548,55.07,38.8503,1.3956,3,0.1438,-1.5898,3,Diver,1
4.7905,0.7232,81.64,-97.4626,0.0049,1,0.0342,-0.2392,1,Rock/Reef,0
3.9632,0.5251,67.8,3.2406,3.3622,2,0.0961,4.4194,5,Marine Mammal,1
6.6147,0.664,112.72,-9.5721,2.9647,1,0.0711,3.6256,2,Submarine,1
5.3913,0.2466,92.83,-40.7778,2.2858,5,0.1221,2.7834,0,Fish School,1
3.5513,0.4214,60.51,-38.162,2.4916,4,0.0926,-2.741,0,Fish School,1
3.3883,0.7343,57.81,-7.0531,0.0261,1,0.0618,-0.239,1,Rock/Reef,0
3.549,0.2224,60.86,20.9662,0.0425,3,0.2095,0.099,4,Debris,0
6.1847,0.5084,106.26,17.7822,2.1983,2,0.0965,2.4255,5,Marine Mammal,1
7.8566,0.3569,134.79,10.8298,0.0048,3,0.1146,-0.0506,5,Marine Mammal,0
11.3642,0.5167,195.39,59.9476,0.0069,1,0.0221,0.1541,1,Rock/Reef,0
7.3285,0.3219,125.47,52.0474,1.2831,2,0.1226,1.6307,3,Diver,1
5.5165,0.3931,95.01,-30.5186,0.0223,3,0.1563,-0.0099,3,Diver,0
4.135,0.7646,70.44,17.0124,0.0466,1,0.0675,0.1309,1,Rock/Reef,0
2.1058,0.6787,35.94,-136.7892,1.3943,2,0.1253,-1.7685,5,Marine Mammal,1
7.4663,0.3454,126.71,-1.2962,0.477,3,0.1137,0.2869,3,Diver,1
8.5576,0.2082,146.64,115.8581,0.6262,5,0.0976,0.7448,0,Fish School,1
5.6571,0.4112,96.96,46.4748,0.6894,4,0.1129,-1.1292,3,Diver,1
2.3,0.6009,38.66,-86.0001,4.4235,3,0.1208,5.2177,5,Marine Mammal,1
6.1076,0.65,104.84,-17.5424,6.0191,1,0.0632,-7.2117,2,Submarine,1
8.305,0.2252,142.13,91.4645,2.136,7,0.0801,-2.5088,0,Fish School,1
2.5776,0.495,43.57,-47.4332,0.0025,8,0.2534,0.1661,4,Debris,0
3.2743,0.6715,55.79,3.5283,0.0148,1,0.0266,0.0473,1,Rock/Reef,0
5.2652,0.6463,89.88,33.8751,1.2101,2,0.0887,2.0266,5,Marine Mammal,1
6.983,0.3124,119.74,29.232,2.0678,6,0.1622,2.3776,0,Fish School,1
4.9952,0.5659,84.58,-24.4545,0.04,1,0.0542,0.0378,1,Rock/Reef,0
4.1082,0.5391,70.0,-54.6543,2.3023,2,0.0779,-2.9578,5,Marine Mammal,1
10.8761,0.5034,186.56,107.4105,0.0321,1,0.0711,-0.0124,2,Submarine,0
1.7429,0.4233,30.4,-48.0044,0.0018,3,0.1504,0.0296,3,Diver,0
1.8378,0.2733,31.08,-28.1395,0.7596,4,0.0903,1.2654,0,Fish School,1
10.6572,0.5142,182.78,38.4156,0.0342,1,0.0785,-0.0541,2,Submarine,0
4.2745,0.4262,73.06,27.0175,0.0603,7,0.1585,-0.0398,4,Debris,1
5.9719,0.563,103.29,-66.5006,0.0048,1,0.0398,0.0719,1,Rock/Reef,0
1.2573,0.3538,22.43,-57.9642,0.6187,2,0.082,-0.2833,3,Diver,1
8.4837,0.3846,146.18,-23.1347,2.3295,3,0.0546,-2.8479,5,Marine Mammal,1
4.0154,0.2797,68.69,-65.4685,2.8779,7,0.1192,-3.3538,0,Fish School,1
5.1351,0.5019,88.81,-10.1131,4.9154,2,0.1091,5.8274,5,Marine Mammal,1
2.1294,0.3672,36.75,-109.6171,1.3113,4,0.1418,-1.514,0,Fish School,1
8.172,0.3789,139.86,59.5733,3.7141,2,0.0531,4.3476,5,Marine Mammal,1
6.5703,0.6122,113.21,-25.8725,3.4422,1,0.0601,-4.2805,2,Submarine,1
6.6705,0.5288,114.4,-68.5073,0.0181,1,0.0646,-0.2686,1,Rock/Reef,0
8.0253,0.6536,137.36,37.8947,0.0122,1,0.0434,0.0759,1,Rock/Reef,0
3.4239,0.6243,58.37,10.0973,0.3545,4,0.075,0.5261,3,Diver,1
7.2,0.6796,123.02,34.1589,0.0268,1,0.0466,-0.1099,1,Rock/Reef,0
2.9297,0.379,50.47,-5.9188,2.1146,4,0.0878,2.3535,0,Fish School,1
8.5399,0.2439,146.14,107.6361,0.0007,8,0.2794,0.1405,4,Debris,0
3.0988,0.7247,53.25,-62.6876,0.0294,1,0.0558,0.0925,1,Rock/Reef,0
2.8687,0.3971,48.73,-104.4071,0.2558,4,0.264,-0.1173,4,Debris,1
3.1205,0.5273,53.56,-91.4553,0.0037,5,0.1868,-0.0176,4,Debris,0
4.5428,0.5755,77.64,9.3916,2.0,3,0.0993,-2.4678,5,Marine Mammal,1
6.1147,0.3451,104.7,38.7912,0.7635,7,0.1275,0.9934,4,Debris,1
3.4047,0.5382,58.65,-65.5521,0.3821,3,0.1489,-0.312,3,Diver,1
9.793,0.5873,168.21,10.3995,4.6316,1,0.0844,-5.7985,2,Submarine,1
3.2027,0.5044,54.45,-91.0415,3.9623,2,0.1191,-4.7302,5,Marine Mammal,1
5.9045,0.5698,101.76,25.157,0.0009,2,0.0566,-0.1165,5,Marine Mammal,0
4.6524,0.7403,79.57,5.9929,4.5047,1,0.0372,-5.4001,2,Submarine,1
7.5419,0.3283,129.1,39.1037,1.2298,3,0.1588,1.5027,3,Diver,1
2.4922,0.2934,43.39,9.2869,2.4497,4,0.1613,-3.2363,0,Fish School,1
9.2321,0.5634,157.72,97.7092,0.0454,1,0.0446,0.0375,2,Submarine,0
1.7409,0.6238,30.42,-47.3897,1.5401,3,0.1289,1.8722,3,Diver,1
2.2946,0.241,39.36,2.9265,0.0308,3,0.1316,0.1669,0,Fish School,0
10.7201,0.5382,184.11,89.8116,3.2163,1,0.0396,-3.9354,2,Submarine,1
11.2467,0.5065,192.11,112.873,2.0187,1,0.0889,-2.498,2,Submarine,1
8.821,0.4017,151.18,101.8843,0.0175,2,0.0997,-0.0354,5,Marine Mammal,0
6.4003,0.4607,109.6,18.0878,0.0312,2,0.1496,-0.0547,3,Diver,0
4.5876,0.5029,78.66,16.3511,1.7136,4,0.1281,2.2165,3,Diver,1
5.3721,0.3871,91.62,33.1304,5.064,3,0.0472,6.0877,5,Marine Mammal,1
5.4758,0.6446,92.99,-47.5747,3.5407,3,0.0402,4.0813,5,Marine Mammal,1
6.4923,0.2739,111.43,-27.2098,0.5089,7,0.2178,0.4406,4,Debris,1
4.0248,0.468,69.41,-41.0786,1.5353,2,0.1234,-2.1669,3,Diver,1
5.0996,0.3176,88.26,67.7567,0.0065,6,0.2779,-0.0265,4,Debris,0
4.5739,0.7649,79.16,-61.9068,6.6223,1,0.0427,-7.5454,2,Submarine,1
1.7982,0.2866,31.15,-97.6013,1.6497,4,0.1106,2.0088,0,Fish School,1
6.452,0.6373,110.46,49.4124,0.0103,1,0.0619,0.1417,1,Rock/Reef,0
6.4808,0.2893,110.64,-46.2861,0.5254,4,0.2451,0.8262,4,Debris,1
5.3541,0.3706,91.28,-30.7769,0.8394,5,0.1831,0.7793,0,Fish School,1
2.9355,0.5258,50.1,-25.9286,4.4165,3,0.1095,5.353,5,Marine Mammal,1
4.3954,0.6174,75.35,-29.3027,0.024,2,0.0749,-0.1877,5,Marine Mammal,0
8.5913,0.475,146.67,64.866,3.9083,3,0.1067,-4.8473,5,Marine Mammal,1
8.2541,0.4789,141.4,46.7179,0.0025,1,0.0489,0.1095,1,Rock/Reef,0
7.333,0.6867,124.92,-5.6144,5.9698,1,0.0893,6.7719,2,Submarine,1
4.1288,0.2219,70.63,-66.0445,0.0119,5,0.2234,-0.0688,4,Debris,0
1.8323,0.7736,31.91,-115.8407,1.4883,3,0.0464,2.0346,5,Marine Mammal,1
7.8036,0.4092,132.83,108.9011,0.0483,3,0.2587,0.1166,4,Debris,0
8.478,0.5672,145.2,-4.065,2.8707,1,0.0447,3.3896,2,Submarine,1
6.6247,0.5122,113.31,92.0447,0.8278,3,0.1302,1.1543,3,Diver,1
1.5121,0.4638,25.88,-34.1859,1.3683,3,0.0937,1.2946,3,Diver,1
3.9885,0.3482,68.78,-52.954,0.0144,5,0.1868,-0.0663,4,Debris,0
5.5835,0.4925,96.11,48.791,1.6576,2,0.1489,-2.0018,3,Diver,1
6.5421,0.7393,111.86,-18.7277,4.4744,1,0.0668,5.6343,2,Submarine,1
4.0656,0.5163,70.36,28.4826,4.0371,3,0.0767,-4.8575,5,Marine Mammal,1
6.2316,0.3292,106.72,61.5953,0.0349,7,0.2628,-0.202,4,Debris,0
7.1866,0.3274,123.13,41.432,0.0226,7,0.2807,0.0611,4,Debris,0
5.1872,0.757,89.06,2.6999,0.0484,1,0.0688,0.2536,1,Rock/Reef,0
1.854,0.5358,31.41,-25.6468,1.1509,2,0.1512,-1.3183,3,Diver,1
4.5417,0.6705,77.25,-22.5859,4.5059,2,0.0554,-5.6428,5,Marine Mammal,1
10.0975,0.4154,172.73,49.1767,2.8434,3,0.0433,3.602,5,Marine Mammal,1
5.4317,0.6717,93.27,-19.4299,5.5298,1,0.025,-6.6221,2,Submarine,1
8.5104,0.2928,145.99,-12.5591,3.6015,2,0.1185,3.9748,5,Marine Mammal,1
7.0246,0.2877,120.8,37.2277,0.8748,6,0.0931,0.9376,0,Fish School,1
5.1404,0.6999,88.46,-68.6639,0.0151,1,0.0499,0.0108,1,Rock/Reef,0
8.8067,0.2744,150.77,69.7666,0.0251,3,0.2111,0.1187,4,Debris,0
6.7632,0.5846,117.28,-26.0691,0.0347,1,0.037,-0.0022,1,Rock/Reef,0
3.6425,0.7075,62.51,-45.8264,4.0622,1,0.0294,4.8962,2,Submarine,1
7.5052,0.2951,128.73,13.8005,1.7534,4,0.0815,-2.2478,0,Fish School,1
10.2693,0.4745,175.74,-15.9754,0.0096,1,0.0583,-0.119,1,Rock/Reef,0
10.3669,0.4552,176.8,16.8574,0.0153,1,0.0542,0.0312,1,Rock/Reef,0
7.3755,0.2993,125.95,1.3572,0.0339,4,0.1937,0.0452,4,Debris,0
7.1317,0.7077,122.73,43.5628,2.4946,1,0.0749,-2.855,2,Submarine,1
10.172,0.5879,174.77,99.8543,0.0117,1,0.086,0.1367,2,Submarine,0
8.4955,0.1488,145.04,-1.3598,0.8621,4,0.1119,1.4947,0,Fish School,1
8.4394,0.6802,144.99,-50.3472,0.0244,1,0.0584,-0.0062,2,Submarine,0
2.673,0.4306,45.34,-51.7307,0.0345,4,0.1669,0.0553,3,Diver,0
2.4249,0.2184,41.16,-104.9328,2.7852,4,0.0933,3.3419,0,Fish School,1
6.8132,0.6795,116.59,27.979,0.0068,1,0.0261,0.2107,2,Submarine,0
10.0178,0.3912,172.07,135.6684,3.419,3,0.0455,4.1901,5,Marine Mammal,1
6.2754,0.5463,107.77,-15.1255,1.9535,2,0.0931,2.1236,5,Marine Mammal,1
1.0779,0.5488,18.32,-61.7658,0.0037,4,0.0739,-0.1466,3,Diver,0
1.2729,0.5527,22.06,-17.2708,1.9198,3,0.0606,2.2846,3,Diver,1
7.5714,0.6854,129.9,-52.4054,2.4954,1,0.0393,-3.0819,2,Submarine,1
5.1406,0.7629,88.22,-80.8234,0.0005,1,0.0598,-0.0234,2,Submarine,0
7.1187,0.6559,121.97,-6.0905,5.3146,1,0.0759,6.5284,2,Submarine,1
1.2543,0.5149,21.49,-20.0062,1.602,4,0.1116,1.6493,3,Diver,1
5.0666,0.4128,87.13,-26.7537,1.327,6,0.1074,-1.4734,0,Fish School,1
4.7092,0.5079,80.38,6.704,0.8339,3,0.0922,1.2731,3,Diver,1
8.8814,0.5604,152.4,33.282,0.0,1,0.0326,0.1077,1,Rock/Reef,0
6.0441,0.5948,103.38,1.1895,0.0017,1,0.0653,-0.1398,1,Rock/Reef,0
2.0023,0.1743,34.03,-0.2633,2.7676,7,0.0863,-3.2187,0,Fish School,1
8.6574,0.2909,147.99,95.9834,0.7116,6,0.1089,0.6501,0,Fish School,1
4.7088,0.6503,80.34,-53.6882,0.0164,1,0.0585,-0.1215,1,Rock/Reef,0
1.6782,0.6245,28.73,-50.349,1.694,3,0.1466,-1.9062,3,Diver,1
6.6447,0.6779,114.14,-74.125,3.8381,1,0.0593,-4.9234,2,Submarine,1
4.5921,0.7711,79.03,-18.0079,4.7027,1,0.0201,-5.8761,2,Submarine,1
1.6456,0.6779,28.4,-56.6343,0.2816,3,0.1371,-0.3711,3,Diver,1
8.5395,0.5634,146.14,64.838,0.0402,1,0.0313,-0.1945,1,Rock/Reef,0
8.3731,0.6493,143.72,-54.7403,0.0374,1,0.0377,-0.0039,2,Submarine,0
6.2477,0.4689,107.4,73.2934,2.7951,2,0.128,-3.2829,5,Marine Mammal,1
3.4245,0.3579,59.32,-13.2993,1.1161,5,0.0905,0.9589,0,Fish School,1
6.933,0.5893,119.03,71.2204,1.3992,3,0.1198,-1.7454,5,Marine Mammal,1
3.4825,0.4051,60.02,-67.1712,0.9623,2,0.1628,1.0231,3,Diver,1
8.7474,0.377,150.38,63.0469,0.0118,8,0.1714,0.0244,4,Debris,0
10.0903,0.5051,173.4,27.2939,0.0025,1,0.0253,-0.0106,1,Rock/Reef,0
6.722,0.5788,116.06,12.3919,0.0275,3,0.0529,0.035,5,Marine Mammal,0
2.6263,0.8408,45.98,-67.4585,3.8981,1,0.0467,4.6348,2,Submarine,1
7.5949,0.149,130.39,71.4616,0.004,5,0.1671,0.0868,4,Debris,0
3.9694,0.3592,68.28,35.2017,0.8633,3,0.0898,0.8316,3,Diver,1
8.4152,0.5152,143.81,85.6704,0.008,1,0.0715,0.0019,2,Submarine,0
9.2293,0.5875,158.57,90.9971,2.5845,1,0.0744,2.9848,2,Submarine,1
3.7687,0.7553,64.78,-65.1057,0.0208,1,0.0407,-0.0432,1,Rock/Reef,0
4.0994,0.5466,70.78,-47.9439,0.7948,3,0.1031,-0.5634,3,Diver,1
8.4014,0.6626,143.99,17.9797,0.0267,1,0.0553,-0.1484,1,Rock/Reef,0
8.2512,0.2658,142.2,5.6024,0.0063,5,0.1829,0.0507,4,Debris,0
2.9069,0.8175,49.54,-136.2822,3.6873,1,0.0373,4.7403,2,Submarine,1
4.1906,0.7829,72.11,-95.7691,5.3612,1,0.0499,6.6011,2,Submarine,1
3.4798,0.8134,59.66,-105.5535,0.0039,1,0.063,-0.0741,1,Rock/Reef,0
6.6097,0.4439,113.89,75.8525,0.5543,4,0.1223,-0.6128,3,Diver,1
3.2989,0.4685,57.11,-57.0317,0.0157,3,0.1364,0.0639,3,Diver,0
5.3695,0.4476,91.96,16.2303,1.8376,4,0.1251,-2.0381,3,Diver,1
7.4884,0.478,128.2,-5.3113,0.022,4,0.273,0.1697,4,Debris,1
5.7866,0.5237,99.26,10.9617,2.3632,3,0.1256,2.6964,5,Marine Mammal,1
9.5809,0.5882,164.21,104.7675,0.0128,1,0.0228,0.1002,1,Rock/Reef,0
5.7476,0.2875,98.27,41.1063,2.5697,6,0.1766,-3.4631,0,Fish School,1
5.2895,0.3584,91.25,-61.2387,0.041,2,0.0923,0.1692,5,Marine Mammal,0
7.5897,0.6233,129.48,25.9277,0.0425,1,0.0288,-0.1364,1,Rock/Reef,0
7.8049,0.3788,134.06,62.3828,0.6716,4,0.0909,-0.9341,0,Fish School,1
4.5235,0.2227,77.74,-61.1215,1.4436,7,0.086,-1.4242,0,Fish School,1
3.1301,0.5395,53.82,-96.0845,2.6605,2,0.1275,3.1658,5,Marine Mammal,1
4.7498,0.3248,81.85,36.8281,0.9169,7,0.1143,1.0403,0,Fish School,1
0.9806,0.4762,17.33,-95.1289,1.7663,2,0.176,2.29,3,Diver,1
7.7866,0.1787,133.95,112.1388,0.0229,4,0.218,-0.093,4,Debris,0
5.3573,0.6874,92.07,-59.7258,0.0384,1,0.0526,0.0518,1,Rock/Reef,0
2.8717,0.5814,49.03,-8.5705,1.8163,2,0.1503,2.317,3,Diver,1
4.1308,0.3312,70.89,-60.9816,0.0101,4,0.124,0.1115,4,Debris,0
3.9545,0.2469,67.89,-35.6866,2.3927,4,0.1295,2.5617,0,Fish School,1
4.0586,0.3999,69.61,18.9526,0.0592,3,0.1126,0.0091,3,Diver,0
2.501,0.188,42.44,-32.3894,2.0112,3,0.0818,2.0174,0,Fish School,1
3.5055,0.2889,60.08,-15.3601,0.6006,5,0.1558,0.9463,4,Debris,1
10.286,0.5501,176.93,126.6684,3.3838,1,0.0353,-3.9493,2,Submarine,1
3.4459,0.3612,59.21,-68.5982,2.7155,7,0.179,-3.1743,0,Fish School,1
8.7716,0.4652,150.39,-30.3077,0.0385,1,0.0339,-0.1288,1,Rock/Reef,0
7.2831,0.4225,124.82,-45.9347,3.5653,3,0.1196,4.1001,5,Marine Mammal,1
6.3167,0.3523,107.82,-0.9284,1.2832,7,0.1934,-1.5249,0,Fish School,1
10.0408,0.4163,171.08,69.0752,2.1198,2,0.0552,-2.4081,5,Marine Mammal,1
3.889,0.4003,66.77,-19.4256,1.4769,4,0.1054,-1.6437,0,Fish School,1
6.5209,0.3622,112.52,90.0856,0.8984,2,0.1787,-1.2045,3,Diver,1
3.0312,0.5502,51.66,-0.8589,1.7073,3,0.0895,-1.8225,5,Marine Mammal,1
9.1105,0.3501,156.05,84.9169,0.019,8,0.1292,0.0022,4,Debris,0
3.9705,0.6638,67.71,-120.6691,0.0129,1,0.0543,0.3198,1,Rock/Reef,0
6.8065,0.4854,117.0,88.7109,0.4106,4,0.1698,0.7383,3,Diver,1
3.0099,0.6015,50.81,-115.9899,1.5574,2,0.1248,2.022,5,Marine Mammal,1
9.1951,0.3731,157.36,-3.9117,2.8917,2,0.086,3.618,5,Marine Mammal,1
1.554,0.5085,26.58,-58.2025,0.4979,4,0.1655,0.8104,3,Diver,1
5.2597,0.1954,90.42,3.3391,0.0136,8,0.2669,-0.1045,4,Debris,0
8.6844,0.2219,148.52,45.7604,2.4727,5,0.1345,-2.9685,0,Fish School,1
3.7518,0.274,64.42,-42.3165,2.555,6,0.0935,2.9484,0,Fish School,1
6.3824,0.5788,109.32,33.8523,0.0001,1,0.0363,0.0051,1,Rock/Reef,0
3.6775,0.3257,63.37,-15.0344,2.7128,5,0.1115,3.3604,0,Fish School,1
10.6906,0.5507,182.51,52.3928,0.0103,1,0.0226,-0.1258,1,Rock/Reef,0
5.8376,0.7266,99.89,-57.3809,3.7966,1,0.0657,-4.4675,2,Submarine,1
6.1744,0.4375,106.48,29.6856,1.6013,2,0.1206,2.1993,5,Marine Mammal,1
8.6355,0.2643,147.86,20.7503,0.015,5,0.1671,-0.1016,0,Fish School,0
4.2782,0.4881,73.4,-87.4956,3.0984,2,0.085,3.8028,5,Marine Mammal,1
5.3718,0.2277,92.46,14.8801,0.0114,6,0.1341,-0.0784,4,Debris,0
3.2261,0.4131,55.87,-32.9544,5.0791,3,0.102,5.902,5,Marine Mammal,1
1.8934,0.497,32.71,-0.1512,2.7314,3,0.1487,-3.1322,0,Fish School,1
